order_number,customer_id,product_id,order_date,units,sale_price,currency,order_mode,updated_at
1040,2930,10,05/11/2025,6,92.13,INR,NEW,2026-02-06 22:12:47
1041,1053,3,01/13/2026,3,28.39,CAD,NEW,2026-02-06 22:12:47
1042,1425,9,05/07/2025,3,28.71,USD,NEW,2026-02-06 22:12:47
1043,900,9,10/06/2025,2,49.07,EUR,NEW,2026-02-06 22:12:47
1044,2627,5,08/28/2025,3,9.75,EUR,NEW,2026-02-06 22:12:47
1045,1024,1,02/20/2025,8,88.40,CAD,NEW,2026-02-06 22:12:47
1046,2894,9,08/05/2025,7,48.70,INR,NEW,2026-02-06 22:12:47
1047,1091,3,03/27/2025,3,40.04,INR,NEW,2026-02-06 22:12:47
1048,438,5,09/25/2025,6,64.87,INR,NEW,2026-02-06 22:12:47
1049,1241,7,12/29/2025,2,48.65,USD,NEW,2026-02-06 22:12:47
1050,380,7,09/28/2025,2,65.57,EUR,NEW,2026-02-06 22:12:47
1051,956,2,11/22/2025,1,95.65,CAD,NEW,2026-02-06 22:12:47
1052,270,1,09/11/2025,5,86.33,USD,NEW,2026-02-06 22:12:47
1053,866,10,10/22/2025,3,75.55,USD,NEW,2026-02-06 22:12:47
1054,2332,8,09/21/2025,2,75.95,USD,NEW,2026-02-06 22:12:47
1055,1430,3,04/26/2025,8,71.17,CAD,NEW,2026-02-06 22:12:47
1056,112,8,11/12/2025,10,73.50,CAD,NEW,2026-02-06 22:12:47
1057,2472,1,05/02/2025,10,67.03,CAD,NEW,2026-02-06 22:12:47
1058,4,4,10/24/2025,1,9.91,INR,NEW,2026-02-06 22:12:47
1059,948,5,02/08/2025,10,60.41,EUR,NEW,2026-02-06 22:12:47
1060,2997,3,06/13/2025,5,40.24,CAD,NEW,2026-02-06 22:12:47
1061,728,4,04/06/2025,5,86.53,INR,NEW,2026-02-06 22:12:47
1062,1064,2,05/31/2025,4,57.62,CAD,NEW,2026-02-06 22:12:47
1063,27,8,08/30/2025,8,25.73,CAD,NEW,2026-02-06 22:12:47
1064,116,4,10/17/2025,7,83.89,EUR,NEW,2026-02-06 22:12:47
1065,1173,5,12/22/2025,7,37.21,INR,NEW,2026-02-06 22:12:47
1066,2008,1,04/07/2025,10,8.12,CAD,NEW,2026-02-06 22:12:47
1067,1376,1,07/21/2025,3,62.95,EUR,NEW,2026-02-06 22:12:47
1068,2487,1,02/10/2025,3,85.89,USD,NEW,2026-02-06 22:12:47
1069,227,7,12/03/2025,8,56.99,EUR,NEW,2026-02-06 22:12:47
1070,1697,7,07/21/2025,2,73.95,USD,NEW,2026-02-06 22:12:47
1071,2723,6,09/20/2025,8,39.97,CAD,NEW,2026-02-06 22:12:47
1072,765,1,12/23/2025,8,2.25,INR,NEW,2026-02-06 22:12:47
1073,406,6,02/22/2025,7,36.83,EUR,NEW,2026-02-06 22:12:47
1074,1358,9,07/08/2025,3,17.89,CAD,NEW,2026-02-06 22:12:47
1075,2931,3,08/31/2025,3,9.45,EUR,NEW,2026-02-06 22:12:47
1076,1701,7,04/20/2025,6,53.55,CAD,NEW,2026-02-06 22:12:47
1077,2801,3,01/07/2025,9,87.05,INR,NEW,2026-02-06 22:12:47
1078,2098,6,04/04/2025,5,90.27,CAD,NEW,2026-02-06 22:12:47
1079,1467,10,10/14/2025,2,84.57,USD,NEW,2026-02-06 22:12:47
1080,1135,10,10/24/2025,7,22.26,INR,NEW,2026-02-06 22:12:47
1081,440,1,09/25/2025,4,35.03,INR,NEW,2026-02-06 22:12:47
1082,1355,2,01/20/2025,4,29.91,EUR,NEW,2026-02-06 22:12:47
1083,571,6,10/28/2025,9,9.96,CAD,NEW,2026-02-06 22:12:47
1084,2937,2,10/19/2025,9,46.30,EUR,NEW,2026-02-06 22:12:47
1085,2033,2,09/29/2025,8,45.66,USD,NEW,2026-02-06 22:12:47
1086,2436,8,03/17/2025,1,80.58,INR,NEW,2026-02-06 22:12:47
1087,1329,9,02/03/2025,8,73.35,CAD,NEW,2026-02-06 22:12:47
1088,1479,3,11/24/2025,7,21.79,EUR,NEW,2026-02-06 22:12:47
1089,343,9,08/09/2025,8,26.10,CAD,NEW,2026-02-06 22:12:47
1090,2017,2,04/23/2025,10,23.56,USD,NEW,2026-02-06 22:12:47
1091,758,8,01/24/2025,2,44.78,INR,NEW,2026-02-06 22:12:47
1092,2730,3,09/11/2025,3,94.64,CAD,NEW,2026-02-06 22:12:47
1093,2946,3,06/10/2025,9,60.86,EUR,NEW,2026-02-06 22:12:47
1094,2018,6,05/20/2025,5,16.52,CAD,NEW,2026-02-06 22:12:47
1095,1390,5,06/18/2025,10,89.74,CAD,NEW,2026-02-06 22:12:47
1096,913,4,06/01/2025,7,77.01,INR,NEW,2026-02-06 22:12:47
1097,2853,3,01/11/2025,3,35.40,CAD,NEW,2026-02-06 22:12:47
1098,2861,4,05/29/2025,7,69.90,USD,NEW,2026-02-06 22:12:47
1099,710,5,10/23/2025,8,82.58,USD,NEW,2026-02-06 22:12:47
1100,2505,8,05/11/2025,7,97.67,USD,NEW,2026-02-06 22:12:47
1101,2260,2,11/03/2025,3,72.38,USD,NEW,2026-02-06 22:12:47
1102,1981,4,02/23/2025,8,22.76,INR,NEW,2026-02-06 22:12:47
1103,2555,3,04/07/2025,7,86.98,USD,NEW,2026-02-06 22:12:47
1104,266,7,04/06/2025,10,4.15,USD,NEW,2026-02-06 22:12:47
1105,531,3,08/10/2025,6,97.27,EUR,NEW,2026-02-06 22:12:47
1106,1564,2,05/23/2025,7,97.90,INR,NEW,2026-02-06 22:12:47
1107,1159,3,11/10/2025,2,29.90,CAD,NEW,2026-02-06 22:12:47
1108,1867,8,04/14/2025,9,24.56,INR,NEW,2026-02-06 22:12:47
1109,506,5,04/09/2025,10,89.79,INR,NEW,2026-02-06 22:12:47
1110,1019,4,04/11/2025,1,84.93,EUR,NEW,2026-02-06 22:12:47
1111,2426,8,06/11/2025,3,36.69,CAD,NEW,2026-02-06 22:12:47
1112,1479,6,03/01/2025,10,0.58,EUR,NEW,2026-02-06 22:12:47
1113,1621,9,03/09/2025,6,95.41,USD,NEW,2026-02-06 22:12:47
1114,2725,3,07/21/2025,6,71.84,EUR,NEW,2026-02-06 22:12:47
1115,2915,2,12/18/2025,1,91.95,USD,NEW,2026-02-06 22:12:47
1116,148,6,06/22/2025,6,81.26,USD,NEW,2026-02-06 22:12:47
1117,2297,8,05/13/2025,5,41.26,CAD,NEW,2026-02-06 22:12:47
1118,1687,5,09/07/2025,5,87.90,INR,NEW,2026-02-06 22:12:47
1119,662,9,12/16/2025,8,3.30,INR,NEW,2026-02-06 22:12:47
1120,1734,1,09/27/2025,8,75.20,INR,NEW,2026-02-06 22:12:47
1121,388,5,04/08/2025,10,2.29,EUR,NEW,2026-02-06 22:12:47
1122,382,9,03/01/2025,2,78.25,EUR,NEW,2026-02-06 22:12:47
1123,904,6,02/28/2025,7,17.69,USD,NEW,2026-02-06 22:12:47
1124,448,1,02/04/2025,3,73.33,EUR,NEW,2026-02-06 22:12:47
1125,755,3,01/06/2025,6,22.52,CAD,NEW,2026-02-06 22:12:47
1126,585,10,09/30/2025,4,61.53,USD,NEW,2026-02-06 22:12:47
1127,778,9,01/05/2025,8,83.99,CAD,NEW,2026-02-06 22:12:47
1128,1047,8,01/06/2026,1,64.46,USD,NEW,2026-02-06 22:12:47
1129,74,2,06/14/2025,7,29.36,EUR,NEW,2026-02-06 22:12:47
1130,972,9,02/07/2025,5,34.89,USD,NEW,2026-02-06 22:12:47
1131,839,6,11/07/2025,7,15.63,EUR,NEW,2026-02-06 22:12:47
1132,536,4,11/21/2025,7,90.71,EUR,NEW,2026-02-06 22:12:47
1133,1705,3,01/21/2025,7,6.78,EUR,NEW,2026-02-06 22:12:47
1134,137,1,04/20/2025,1,3.22,USD,NEW,2026-02-06 22:12:47
1135,2692,1,05/08/2025,3,49.50,CAD,NEW,2026-02-06 22:12:47
1136,2206,3,05/08/2025,5,34.82,CAD,NEW,2026-02-06 22:12:47
1137,2023,3,01/07/2026,9,26.10,CAD,NEW,2026-02-06 22:12:47
1138,2330,5,08/10/2025,7,27.84,EUR,NEW,2026-02-06 22:12:47
1139,395,5,11/15/2025,10,24.13,INR,NEW,2026-02-06 22:12:47
1140,2976,10,09/30/2025,6,33.17,USD,NEW,2026-02-06 22:12:47
1141,2999,5,02/01/2025,1,54.95,USD,NEW,2026-02-06 22:12:47
1142,115,2,01/12/2025,6,80.51,USD,NEW,2026-02-06 22:12:47
1143,1402,4,01/25/2025,4,85.31,USD,NEW,2026-02-06 22:12:47
1144,932,5,08/12/2025,3,44.42,CAD,NEW,2026-02-06 22:12:47
1145,1828,4,01/08/2026,6,36.76,CAD,NEW,2026-02-06 22:12:47
1146,27,8,11/21/2025,4,81.88,CAD,NEW,2026-02-06 22:12:47
1147,2354,3,03/26/2025,10,97.20,CAD,NEW,2026-02-06 22:12:47
1148,829,7,05/22/2025,7,0.40,USD,NEW,2026-02-06 22:12:47
1149,1296,2,11/20/2025,2,87.71,USD,NEW,2026-02-06 22:12:47
1150,2502,9,11/03/2025,5,75.47,EUR,NEW,2026-02-06 22:12:47
1151,2734,3,08/21/2025,1,82.29,USD,NEW,2026-02-06 22:12:47
1152,283,5,07/14/2025,10,56.73,USD,NEW,2026-02-06 22:12:47
1153,2133,8,07/13/2025,10,45.48,INR,NEW,2026-02-06 22:12:47
1154,136,2,01/25/2025,7,26.39,CAD,NEW,2026-02-06 22:12:47
1155,1709,3,05/20/2025,6,44.41,USD,NEW,2026-02-06 22:12:47
1156,405,4,08/20/2025,10,21.46,USD,NEW,2026-02-06 22:12:47
1157,689,7,01/19/2025,4,96.41,INR,NEW,2026-02-06 22:12:47
1158,1935,4,08/01/2025,6,64.39,EUR,NEW,2026-02-06 22:12:47
1159,526,5,04/18/2025,3,60.46,INR,NEW,2026-02-06 22:12:47
1160,1249,6,04/03/2025,9,56.81,EUR,NEW,2026-02-06 22:12:47
1161,1682,7,10/07/2025,5,6.99,USD,NEW,2026-02-06 22:12:47
1162,1002,3,09/26/2025,3,71.43,INR,NEW,2026-02-06 22:12:47
1163,309,4,08/19/2025,7,10.23,USD,NEW,2026-02-06 22:12:47
1164,1731,2,09/11/2025,5,87.11,INR,NEW,2026-02-06 22:12:47
1165,906,10,07/20/2025,6,34.71,EUR,NEW,2026-02-06 22:12:47
1166,924,10,09/11/2025,7,56.02,USD,NEW,2026-02-06 22:12:47
1167,2963,9,04/21/2025,8,1.09,EUR,NEW,2026-02-06 22:12:47
1168,2076,3,09/19/2025,3,88.37,INR,NEW,2026-02-06 22:12:47
1169,1786,10,05/25/2025,6,99.95,CAD,NEW,2026-02-06 22:12:47
1170,2192,5,09/01/2025,4,7.10,CAD,NEW,2026-02-06 22:12:47
1171,545,7,03/23/2025,3,84.54,USD,NEW,2026-02-06 22:12:47
1172,1300,7,04/04/2025,1,27.30,CAD,NEW,2026-02-06 22:12:47
1173,2924,8,12/25/2025,6,14.76,CAD,NEW,2026-02-06 22:12:47
1174,1394,5,03/19/2025,6,73.39,INR,NEW,2026-02-06 22:12:47
1175,2953,9,06/27/2025,7,30.30,CAD,NEW,2026-02-06 22:12:47
1176,2432,5,06/21/2025,2,50.25,EUR,NEW,2026-02-06 22:12:47
1177,2314,8,04/20/2025,3,37.09,EUR,NEW,2026-02-06 22:12:47
1178,1775,10,01/08/2025,9,68.46,CAD,NEW,2026-02-06 22:12:47
1179,253,4,07/25/2025,10,21.73,INR,NEW,2026-02-06 22:12:47
1180,2118,9,12/04/2025,7,66.24,INR,NEW,2026-02-06 22:12:47
1181,2115,7,02/03/2025,5,31.18,CAD,NEW,2026-02-06 22:12:47
1182,1182,9,09/13/2025,8,31.95,INR,NEW,2026-02-06 22:12:47
1183,21,10,02/07/2025,8,54.85,INR,NEW,2026-02-06 22:12:47
1184,512,10,04/16/2025,8,79.71,USD,NEW,2026-02-06 22:12:47
1185,530,1,10/31/2025,6,58.95,EUR,NEW,2026-02-06 22:12:47
1186,1244,5,09/12/2025,3,75.46,INR,NEW,2026-02-06 22:12:47
1187,461,10,12/04/2025,8,7.02,CAD,NEW,2026-02-06 22:12:47
1188,2664,9,06/08/2025,4,66.46,INR,NEW,2026-02-06 22:12:47
1189,2025,2,09/15/2025,5,15.90,INR,NEW,2026-02-06 22:12:47
1190,1132,10,04/13/2025,8,71.06,EUR,NEW,2026-02-06 22:12:47
1191,2460,6,11/30/2025,1,60.96,INR,NEW,2026-02-06 22:12:47
1192,885,2,01/08/2026,10,62.51,USD,NEW,2026-02-06 22:12:47
1193,228,9,02/05/2025,6,15.24,CAD,NEW,2026-02-06 22:12:47
1194,272,1,10/04/2025,1,62.54,USD,NEW,2026-02-06 22:12:47
1195,2758,9,08/03/2025,2,84.85,EUR,NEW,2026-02-06 22:12:47
1196,136,7,07/26/2025,5,96.72,INR,NEW,2026-02-06 22:12:47
1197,2806,9,12/03/2025,5,54.52,INR,NEW,2026-02-06 22:12:47
1198,2985,6,02/10/2025,3,54.26,CAD,NEW,2026-02-06 22:12:47
1199,2911,10,09/11/2025,3,96.55,INR,NEW,2026-02-06 22:12:47
1200,365,6,04/29/2025,8,52.81,INR,NEW,2026-02-06 22:12:47
1201,1872,6,06/06/2025,9,46.71,EUR,NEW,2026-02-06 22:12:47
1202,680,7,06/23/2025,10,75.96,INR,NEW,2026-02-06 22:12:47
1203,2919,2,07/06/2025,9,8.48,CAD,NEW,2026-02-06 22:12:47
1204,1905,6,03/04/2025,3,31.46,INR,NEW,2026-02-06 22:12:47
1205,2030,3,09/20/2025,6,8.30,INR,NEW,2026-02-06 22:12:47
1206,101,10,12/05/2025,5,60.27,USD,NEW,2026-02-06 22:12:47
1207,1653,4,06/07/2025,9,55.84,USD,NEW,2026-02-06 22:12:47
1208,226,1,01/14/2026,8,36.43,USD,NEW,2026-02-06 22:12:47
1209,1503,10,10/26/2025,10,28.25,USD,NEW,2026-02-06 22:12:47
1210,620,8,11/22/2025,2,66.98,INR,NEW,2026-02-06 22:12:47
1211,224,3,07/15/2025,4,65.34,EUR,NEW,2026-02-06 22:12:47
1212,116,3,01/15/2025,9,20.34,EUR,NEW,2026-02-06 22:12:47
1213,1344,1,12/31/2025,2,51.95,CAD,NEW,2026-02-06 22:12:47
1214,1155,9,12/17/2025,9,25.59,INR,NEW,2026-02-06 22:12:47
1215,2091,5,12/10/2025,4,16.62,EUR,NEW,2026-02-06 22:12:47
1216,1811,8,04/20/2025,3,3.49,EUR,NEW,2026-02-06 22:12:47
1217,1409,5,08/09/2025,5,92.03,CAD,NEW,2026-02-06 22:12:47
1218,1430,1,12/06/2025,5,44.46,CAD,NEW,2026-02-06 22:12:47
1219,2205,4,09/06/2025,9,53.55,USD,NEW,2026-02-06 22:12:47
1220,1700,8,04/02/2025,4,35.80,EUR,NEW,2026-02-06 22:12:47
1221,1267,10,11/20/2025,10,77.26,INR,NEW,2026-02-06 22:12:47
1222,1081,10,03/13/2025,8,4.58,USD,NEW,2026-02-06 22:12:47
1223,2918,6,08/25/2025,1,48.33,INR,NEW,2026-02-06 22:12:47
1224,66,5,01/20/2025,10,66.93,USD,NEW,2026-02-06 22:12:47
1225,1721,10,09/10/2025,10,55.33,INR,NEW,2026-02-06 22:12:47
1226,2305,10,08/29/2025,4,34.08,CAD,NEW,2026-02-06 22:12:47
1227,2298,6,03/24/2025,1,13.67,EUR,NEW,2026-02-06 22:12:47
1228,276,5,03/26/2025,8,0.73,EUR,NEW,2026-02-06 22:12:47
1229,2910,10,09/28/2025,9,28.95,INR,NEW,2026-02-06 22:12:47
1230,359,1,06/19/2025,10,79.66,USD,NEW,2026-02-06 22:12:47
1231,589,1,12/19/2025,5,20.99,CAD,NEW,2026-02-06 22:12:47
1232,2897,8,11/04/2025,1,90.43,CAD,NEW,2026-02-06 22:12:47
1233,1801,6,11/24/2025,10,21.56,EUR,NEW,2026-02-06 22:12:47
1234,2763,3,03/24/2025,8,40.31,USD,NEW,2026-02-06 22:12:47
1235,288,6,02/10/2025,1,27.18,USD,NEW,2026-02-06 22:12:47
1236,910,10,01/27/2025,7,23.30,INR,NEW,2026-02-06 22:12:47
1237,1994,3,01/22/2025,10,70.30,EUR,NEW,2026-02-06 22:12:47
1238,2908,5,10/25/2025,4,56.32,EUR,NEW,2026-02-06 22:12:47
1239,1681,6,07/13/2025,8,46.52,EUR,NEW,2026-02-06 22:12:47
1240,891,9,10/04/2025,9,70.56,EUR,NEW,2026-02-06 22:12:47
1241,2915,7,01/10/2026,4,9.42,USD,NEW,2026-02-06 22:12:47
1242,670,6,07/07/2025,7,90.60,EUR,NEW,2026-02-06 22:12:47
1243,667,7,01/31/2025,5,50.45,INR,NEW,2026-02-06 22:12:47
1244,967,5,05/19/2025,6,10.30,CAD,NEW,2026-02-06 22:12:47
1245,2004,7,03/28/2025,6,47.19,CAD,NEW,2026-02-06 22:12:47
1246,507,2,09/23/2025,3,61.62,INR,NEW,2026-02-06 22:12:47
1247,1099,5,01/03/2026,5,26.73,INR,NEW,2026-02-06 22:12:47
1248,281,6,05/05/2025,1,6.67,INR,NEW,2026-02-06 22:12:47
1249,2606,8,03/21/2025,6,29.43,USD,NEW,2026-02-06 22:12:47
1250,1225,4,06/26/2025,8,88.69,EUR,NEW,2026-02-06 22:12:47
1251,1856,3,05/20/2025,7,98.04,EUR,NEW,2026-02-06 22:12:47
1252,2114,7,12/28/2025,5,63.99,EUR,NEW,2026-02-06 22:12:47
1253,106,3,04/06/2025,1,5.62,INR,NEW,2026-02-06 22:12:47
1254,1797,8,07/26/2025,5,33.70,USD,NEW,2026-02-06 22:12:47
1255,1237,10,09/15/2025,2,41.38,EUR,NEW,2026-02-06 22:12:47
1256,1991,10,10/26/2025,9,5.68,CAD,NEW,2026-02-06 22:12:47
1257,2831,4,02/07/2025,9,15.06,CAD,NEW,2026-02-06 22:12:47
1258,1047,8,12/24/2025,8,30.95,EUR,NEW,2026-02-06 22:12:47
1259,2321,9,06/25/2025,5,28.19,EUR,NEW,2026-02-06 22:12:47
1260,1424,8,08/02/2025,3,98.79,CAD,NEW,2026-02-06 22:12:47
1261,571,10,02/14/2025,4,39.21,CAD,NEW,2026-02-06 22:12:47
1262,2546,6,02/24/2025,1,21.00,USD,NEW,2026-02-06 22:12:47
1263,2136,10,01/08/2025,4,78.05,EUR,NEW,2026-02-06 22:12:47
1264,2928,10,05/14/2025,8,80.58,EUR,NEW,2026-02-06 22:12:47
1265,1292,7,07/11/2025,6,59.93,USD,NEW,2026-02-06 22:12:47
1266,1508,9,12/17/2025,8,60.71,USD,NEW,2026-02-06 22:12:47
1267,1350,8,03/11/2025,8,76.27,CAD,NEW,2026-02-06 22:12:47
1268,963,6,11/09/2025,1,15.24,USD,NEW,2026-02-06 22:12:47
1269,3000,7,07/28/2025,1,96.18,USD,NEW,2026-02-06 22:12:47
1270,247,10,10/04/2025,3,71.82,INR,NEW,2026-02-06 22:12:47
1271,651,7,08/29/2025,5,99.36,USD,NEW,2026-02-06 22:12:47
1272,1621,3,12/17/2025,5,97.75,USD,NEW,2026-02-06 22:12:47
1273,727,8,03/16/2025,3,84.81,USD,NEW,2026-02-06 22:12:47
1274,2849,2,12/26/2025,4,34.32,USD,NEW,2026-02-06 22:12:47
1275,2259,8,05/26/2025,5,11.48,INR,NEW,2026-02-06 22:12:47
1276,2211,10,06/14/2025,9,54.80,CAD,NEW,2026-02-06 22:12:47
1277,550,1,11/03/2025,7,37.47,INR,NEW,2026-02-06 22:12:47
1278,914,2,02/05/2025,1,4.41,USD,NEW,2026-02-06 22:12:47
1279,6,10,07/11/2025,3,26.60,EUR,NEW,2026-02-06 22:12:47
1280,87,2,05/24/2025,10,36.45,USD,NEW,2026-02-06 22:12:47
1281,2223,6,02/09/2025,2,95.75,INR,NEW,2026-02-06 22:12:47
1282,1103,1,08/11/2025,9,11.71,EUR,NEW,2026-02-06 22:12:47
1283,1469,7,07/25/2025,10,94.85,INR,NEW,2026-02-06 22:12:47
1284,2602,10,08/14/2025,10,38.53,CAD,NEW,2026-02-06 22:12:47
1285,1090,1,07/15/2025,5,59.17,INR,NEW,2026-02-06 22:12:47
1286,2494,6,01/11/2026,8,13.35,EUR,NEW,2026-02-06 22:12:47
1287,2053,2,06/18/2025,9,71.48,USD,NEW,2026-02-06 22:12:47
1288,2611,9,01/30/2025,7,55.00,EUR,NEW,2026-02-06 22:12:47
1289,2512,1,02/24/2025,1,85.58,EUR,NEW,2026-02-06 22:12:47
1290,1343,2,11/06/2025,3,33.27,USD,NEW,2026-02-06 22:12:47
1291,481,5,03/05/2025,4,82.88,CAD,NEW,2026-02-06 22:12:47
1292,717,2,09/24/2025,1,84.23,EUR,NEW,2026-02-06 22:12:47
1293,1258,5,04/11/2025,5,85.06,INR,NEW,2026-02-06 22:12:47
1294,1692,7,06/16/2025,6,26.46,INR,NEW,2026-02-06 22:12:47
1295,2654,9,08/29/2025,2,6.14,INR,NEW,2026-02-06 22:12:47
1296,1249,3,12/18/2025,5,7.84,INR,NEW,2026-02-06 22:12:47
1297,2239,9,09/21/2025,6,26.93,EUR,NEW,2026-02-06 22:12:47
1298,1456,5,02/02/2025,6,41.82,CAD,NEW,2026-02-06 22:12:47
1299,1865,4,11/16/2025,3,24.55,CAD,NEW,2026-02-06 22:12:47
1300,2491,7,09/06/2025,3,18.70,EUR,NEW,2026-02-06 22:12:47
1301,2640,7,12/03/2025,4,62.30,EUR,NEW,2026-02-06 22:12:47
1302,1385,6,08/20/2025,8,84.24,CAD,NEW,2026-02-06 22:12:47
1303,2764,4,07/21/2025,9,46.95,EUR,NEW,2026-02-06 22:12:47
1304,2989,4,08/19/2025,8,62.06,USD,NEW,2026-02-06 22:12:47
1305,1552,3,05/18/2025,9,55.85,CAD,NEW,2026-02-06 22:12:47
1306,2394,10,01/09/2026,6,77.40,EUR,NEW,2026-02-06 22:12:47
1307,2156,4,11/25/2025,9,47.49,USD,NEW,2026-02-06 22:12:47
1308,889,8,11/01/2025,6,84.99,CAD,NEW,2026-02-06 22:12:47
1309,1841,5,01/08/2025,2,77.89,CAD,NEW,2026-02-06 22:12:47
1310,808,1,01/11/2025,3,55.13,EUR,NEW,2026-02-06 22:12:47
1311,2123,1,06/25/2025,8,4.28,INR,NEW,2026-02-06 22:12:47
1312,1228,1,08/13/2025,2,16.05,CAD,NEW,2026-02-06 22:12:47
1313,2229,6,01/12/2025,2,17.13,EUR,NEW,2026-02-06 22:12:47
1314,2893,2,01/09/2025,2,16.77,EUR,NEW,2026-02-06 22:12:47
1315,1179,6,03/20/2025,3,40.51,CAD,NEW,2026-02-06 22:12:47
1316,425,6,05/15/2025,1,23.55,USD,NEW,2026-02-06 22:12:47
1317,1047,6,04/03/2025,5,79.93,EUR,NEW,2026-02-06 22:12:47
1318,2818,10,09/23/2025,6,14.16,EUR,NEW,2026-02-06 22:12:47
1319,456,5,08/26/2025,9,71.16,CAD,NEW,2026-02-06 22:12:47
1320,851,8,09/04/2025,9,42.50,USD,NEW,2026-02-06 22:12:47
1321,2929,6,07/24/2025,2,22.46,USD,NEW,2026-02-06 22:12:47
1322,2459,8,11/24/2025,9,74.36,USD,NEW,2026-02-06 22:12:47
1323,1064,10,01/09/2025,8,24.14,INR,NEW,2026-02-06 22:12:47
1324,769,4,02/09/2025,7,29.69,EUR,NEW,2026-02-06 22:12:47
1325,1937,2,01/26/2025,9,86.59,USD,NEW,2026-02-06 22:12:47
1326,1367,7,08/26/2025,3,30.49,EUR,NEW,2026-02-06 22:12:47
1327,491,8,10/01/2025,9,79.49,CAD,NEW,2026-02-06 22:12:47
1328,998,3,06/09/2025,5,84.12,INR,NEW,2026-02-06 22:12:47
1329,1543,8,10/15/2025,2,79.29,USD,NEW,2026-02-06 22:12:47
1330,1356,2,12/19/2025,5,12.72,CAD,NEW,2026-02-06 22:12:47
1331,1397,9,05/01/2025,2,88.54,CAD,NEW,2026-02-06 22:12:47
1332,2730,6,02/15/2025,4,46.18,CAD,NEW,2026-02-06 22:12:47
1333,2513,7,12/12/2025,8,76.10,CAD,NEW,2026-02-06 22:12:47
1334,172,1,07/12/2025,8,82.04,CAD,NEW,2026-02-06 22:12:47
1335,1994,10,03/24/2025,10,66.12,EUR,NEW,2026-02-06 22:12:47
1336,790,5,03/18/2025,9,52.52,CAD,NEW,2026-02-06 22:12:47
1337,249,1,11/14/2025,1,57.74,USD,NEW,2026-02-06 22:12:47
1338,92,10,02/20/2025,7,72.93,CAD,NEW,2026-02-06 22:12:47
1339,2502,9,08/02/2025,3,50.49,USD,NEW,2026-02-06 22:12:47
1340,2331,6,10/13/2025,8,65.24,INR,NEW,2026-02-06 22:12:47
1341,215,1,03/03/2025,5,35.63,USD,NEW,2026-02-06 22:12:47
1342,1117,10,08/12/2025,5,34.34,EUR,NEW,2026-02-06 22:12:47
1343,893,2,06/02/2025,6,34.85,EUR,NEW,2026-02-06 22:12:47
1344,2752,10,04/25/2025,3,0.60,INR,NEW,2026-02-06 22:12:47
1345,740,5,04/15/2025,10,31.38,INR,NEW,2026-02-06 22:12:47
1346,2433,1,03/28/2025,1,94.20,CAD,NEW,2026-02-06 22:12:47
1347,1801,8,02/09/2025,10,97.03,USD,NEW,2026-02-06 22:12:47
1348,1505,9,01/05/2025,4,57.36,EUR,NEW,2026-02-06 22:12:47
1349,971,6,11/03/2025,9,31.90,USD,NEW,2026-02-06 22:12:47
1350,576,6,03/18/2025,3,56.61,INR,NEW,2026-02-06 22:12:47
1351,66,9,12/21/2025,2,75.84,EUR,NEW,2026-02-06 22:12:47
1352,2478,1,01/09/2026,6,71.18,EUR,NEW,2026-02-06 22:12:47
1353,2440,4,04/19/2025,5,57.74,CAD,NEW,2026-02-06 22:12:47
1354,2721,7,05/09/2025,9,2.22,CAD,NEW,2026-02-06 22:12:47
1355,2982,7,07/01/2025,8,55.45,USD,NEW,2026-02-06 22:12:47
1356,1046,3,01/07/2026,7,72.35,USD,NEW,2026-02-06 22:12:47
1357,1542,6,09/26/2025,4,67.77,CAD,NEW,2026-02-06 22:12:47
1358,2075,5,11/11/2025,8,69.35,EUR,NEW,2026-02-06 22:12:47
1359,1911,3,08/03/2025,8,57.04,EUR,NEW,2026-02-06 22:12:47
1360,2388,3,08/31/2025,8,44.32,CAD,NEW,2026-02-06 22:12:47
1361,145,2,02/12/2025,8,91.51,USD,NEW,2026-02-06 22:12:47
1362,1951,4,02/16/2025,5,63.26,USD,NEW,2026-02-06 22:12:47
1363,80,4,01/13/2026,4,25.71,INR,NEW,2026-02-06 22:12:47
1364,2551,1,04/19/2025,8,25.68,CAD,NEW,2026-02-06 22:12:47
1365,740,10,02/08/2025,2,71.82,EUR,NEW,2026-02-06 22:12:47
1366,427,8,01/02/2025,2,64.11,EUR,NEW,2026-02-06 22:12:47
1367,443,10,09/13/2025,9,22.94,INR,NEW,2026-02-06 22:12:47
1368,157,4,08/31/2025,6,69.20,CAD,NEW,2026-02-06 22:12:47
1369,2100,5,02/08/2025,8,43.76,INR,NEW,2026-02-06 22:12:47
1370,2210,4,01/11/2025,5,67.24,CAD,NEW,2026-02-06 22:12:47
1371,739,9,12/28/2025,3,6.26,CAD,NEW,2026-02-06 22:12:47
1372,2759,9,05/07/2025,6,35.64,CAD,NEW,2026-02-06 22:12:47
1373,212,6,11/25/2025,5,34.26,INR,NEW,2026-02-06 22:12:47
1374,729,5,02/28/2025,10,7.01,CAD,NEW,2026-02-06 22:12:47
1375,2674,8,10/31/2025,8,74.91,EUR,NEW,2026-02-06 22:12:47
1376,2224,9,05/10/2025,3,45.12,USD,NEW,2026-02-06 22:12:47
1377,217,10,03/29/2025,7,56.29,EUR,NEW,2026-02-06 22:12:47
1378,8,5,06/07/2025,7,16.15,EUR,NEW,2026-02-06 22:12:47
